bottom_left_pixel_x,bottom_left_pixel_y,top_left_pixel_x,top_left_pixel_y,top_right_pixel_x,top_right_pixel_y,bottom_right_pixel_x,bottom_right_pixel_y
417.59573,682.0763,402.55548,835.5887,557.6179,833.1273,567.42706,684.53
419.8484,684.7965,406.0015,832.818,558.75854,834.1425,567.13043,683.7935
421.306,686.82733,403.05255,834.75604,564.5453,839.80206,565.2537,685.90137
417.56125,683.8422,401.50967,836.857,559.0952,832.13794,562.5694,688.207
416.80615,684.0905,408.91995,830.84186,558.3021,831.6408,568.7596,681.5299
421.30966,685.97296,393.6167,845.1213,562.8816,839.2563,561.40027,688.90985
420.35385,683.98846,404.0326,835.494,557.64417,834.0388,564.80115,684.5548
419.70456,685.5003,404.1487,832.7124,559.609,833.54974,567.71436,684.152
416.8732,681.9936,403.083,834.18115,556.9607,831.4067,567.0714,685.6089
418.9323,684.3127,404.4297,833.5095,559.0808,833.40137,567.1352,684.95825
419.28378,682.5805,405.11,834.0392,556.19,832.53955,565.8855,684.2291
417.32626,684.7472,400.58844,837.57477,559.80884,831.6324,562.365,688.52515
420.2599,686.2806,401.5675,835.149,559.2955,834.52094,565.5187,686.25916
418.4145,684.439,405.06186,834.16406,559.4995,833.4873,566.4135,683.30475
418.56204,684.2438,410.29355,831.898,561.15643,836.18616,567.6404,679.55615
423.34857,687.9829,400.608,836.44525,561.4782,838.4659,564.1768,686.7032
421.331,687.75336,405.4457,832.51337,564.08673,838.92584,567.23865,685.0114
419.886,685.5922,404.01907,835.2403,561.40216,836.04956,565.87085,684.0866
420.47858,686.6233,401.1942,837.2115,561.7587,835.3028,564.3387,686.06226
418.84915,683.694,399.7,838.74023,558.86694,833.09375,564.3981,686.8524
417.84583,683.69684,402.78894,834.4175,559.1696,832.97363,567.4183,685.3268
418.71854,683.78424,404.1408,834.00104,557.21313,832.57434,567.0397,684.06616
418.69928,682.9494,407.74414,830.7929,556.66736,833.3732,569.938,681.9563
420.3418,685.8728,403.27875,834.5892,560.44385,835.84534,567.0416,684.4408
420.39542,687.86847,403.49225,835.237,561.0964,832.9673,565.0254,685.6658
420.8316,685.91315,404.20294,834.4109,558.85706,834.2968,566.40533,684.08655
424.9988,691.00775,400.0572,837.6203,566.2595,840.9381,564.4357,685.8968
