bottom_left_pixel_x,bottom_left_pixel_y,top_left_pixel_x,top_left_pixel_y,top_right_pixel_x,top_right_pixel_y,bottom_right_pixel_x,bottom_right_pixel_y
849.7862,211.76439,858.42255,348.47687,992.1986,348.95694,998.74774,216.44159
861.0622,220.62473,856.9848,350.30923,998.9894,356.46942,997.06116,217.08478
860.52,220.45479,858.23,349.39114,999.1942,356.927,997.93506,216.54234
854.537,215.45901,860.14154,347.22205,993.19165,350.4936,1001.9864,213.48839
858.1386,217.50253,858.44574,349.92603,994.2101,352.3728,997.8433,215.80278
856.49927,218.08647,859.2691,349.2443,995.01874,351.28818,998.3851,215.30968
859.84015,219.88986,859.2598,348.7089,996.4698,354.3889,997.88245,216.2121
857.50885,217.44652,857.74445,349.22186,996.41455,353.8968,997.52795,217.64442
852.80615,216.86214,859.91846,348.1978,992.5353,346.65674,998.76196,215.34021
858.8223,218.44919,858.0008,349.6652,995.9653,353.92426,998.6024,216.32515
858.5096,218.06313,854.57526,352.7333,995.0072,352.78903,994.8421,220.07608
854.9993,216.75027,858.418,349.02878,993.0741,349.2502,999.61694,215.49117
856.42206,217.32384,860.86035,347.59692,993.673,350.76892,1000.2908,214.13504
857.6782,219.78926,861.4095,346.3523,996.64087,352.76532,1000.35364,214.38129
855.8332,216.95096,855.4232,352.82846,992.56305,348.58398,996.31244,217.2061
854.66,215.86977,857.9966,350.5176,992.0797,348.80093,996.88416,216.67854
857.7131,217.38393,857.5024,350.66116,995.1375,352.9354,997.999,216.41101
855.80774,216.51529,856.72156,351.64777,992.1362,348.472,994.54333,218.67805
857.2414,217.28407,858.70557,348.78323,992.95483,350.36188,998.77905,216.06715
857.93384,218.32455,854.746,353.343,996.4275,353.42822,993.9559,219.8418
854.88367,215.38252,859.9533,348.787,992.425,349.66956,999.1026,214.5353
858.6238,218.11911,859.4022,349.05005,994.12494,352.2955,997.1323,216.64362
858.19434,218.74686,859.32007,347.6332,994.969,352.72577,999.7966,215.30159
858.9859,219.42354,859.1775,348.48032,995.1587,352.07016,999.63495,215.14839
851.83246,214.63077,861.28217,346.8705,992.3354,347.64175,999.9267,214.49084
854.39087,215.57419,862.11334,346.2878,994.029,351.03204,999.9517,214.21295
856.60986,218.67346,859.76654,348.48752,997.04034,352.17276,998.35004,215.88356
858.25885,218.42426,856.4151,350.4556,995.28394,352.36166,996.33813,218.5109
857.64606,217.30475,855.0973,353.71292,993.96106,351.28436,994.2974,218.44762
857.6864,216.37816,860.0747,347.10974,993.946,353.83823,1000.4649,215.63612
858.8977,218.0159,855.4388,351.72552,996.27765,354.29684,996.1865,217.70349
856.92126,218.4508,857.0537,349.32584,996.23224,352.8066,999.2704,216.59515
851.977,214.39146,860.4066,347.49493,993.58936,349.901,1000.36285,214.13339
856.1292,214.8273,857.93115,351.2841,990.4921,348.79483,998.997,214.24739
859.86035,218.51126,858.608,347.84595,997.89374,356.27997,998.5085,216.90762
854.94434,215.10834,856.1871,351.36603,992.22485,348.99796,996.17163,218.5971
856.27594,217.23041,861.91,346.34427,995.1217,352.5644,1000.30286,213.89827
858.24,217.33363,856.2872,351.86508,992.10266,350.29068,993.53644,220.60799
856.5701,218.16417,861.46625,347.7037,995.5409,351.81027,1002.5712,210.60138
857.3309,217.36047,862.38824,346.70538,994.7403,352.66727,1001.1021,212.3432
856.47943,217.04854,854.9234,352.45648,992.6673,349.24432,993.88965,220.13043
857.51056,219.50645,859.56586,348.30008,997.6485,353.71106,998.94434,215.55481
862.466,222.84651,858.7683,349.1607,999.81006,356.33127,998.3359,216.03603
855.4882,216.17786,857.2335,349.60046,992.386,348.853,995.9278,218.74226
858.7168,219.17883,859.0955,348.37833,995.4268,353.07462,999.5087,215.00336
859.19446,218.39423,856.2746,350.8032,997.2631,355.37833,997.6021,217.74095
857.56726,217.87126,859.5088,348.25534,994.0865,351.51807,998.1304,216.36357
858.75397,217.73282,860.4556,346.9679,997.18134,356.3479,1001.042,214.20242
855.70264,214.00526,861.42285,346.0267,993.0539,352.56027,1000.1303,215.12944
855.2322,214.64984,856.6527,350.20557,993.1023,351.09427,996.8931,218.30067
857.2525,218.53148,858.8593,349.66794,995.3702,351.9088,996.63184,216.97458
858.8605,219.71318,859.35614,348.1954,997.051,354.14114,999.3867,215.28711
859.2734,217.51132,855.451,352.65753,996.10443,355.747,995.9888,218.27185
861.47815,221.1179,850.6901,356.60754,997.34534,355.03842,993.76764,220.59134
855.964,215.62622,855.79755,352.41956,990.88007,348.49835,996.2541,217.73766
854.1905,214.6426,854.04596,354.3246,990.68085,347.8686,994.66895,218.84343
845.59485,205.62158,860.4035,346.4461,990.27216,348.59814,1001.5103,214.1917
856.53516,216.6697,857.8048,349.6635,992.6307,349.93008,997.6813,217.14386
856.41235,216.42474,859.61786,348.273,994.5055,352.21555,998.37915,216.3307
