bottom_left_pixel_x,bottom_left_pixel_y,top_left_pixel_x,top_left_pixel_y,top_right_pixel_x,top_right_pixel_y,bottom_right_pixel_x,bottom_right_pixel_y
1218.394,110.67185,1225.8632,329.13058,1446.2979,331.36902,1447.8687,116.29409
1219.7393,111.97284,1228.2444,326.97217,1443.9392,329.61908,1450.4636,115.731125
1227.5352,117.67536,1219.1464,334.30655,1446.5786,331.34015,1440.707,125.9252
1226.9214,117.756996,1223.8296,330.85217,1448.1162,333.99033,1442.3214,122.885284
1219.8547,116.26375,1235.2169,324.12637,1448.9178,332.03552,1445.9077,113.3141
1221.6599,114.36311,1222.6542,331.9502,1447.1621,331.73834,1443.2003,121.461685
1221.893,116.15379,1229.7617,326.32898,1448.0419,332.2102,1445.6155,116.79576
1221.6458,117.123764,1219.1614,335.41238,1447.8884,330.36246,1442.7614,121.97412
1224.867,119.56964,1216.552,337.18896,1448.7397,331.753,1442.3088,123.23228
1215.3066,109.13493,1222.778,332.6833,1443.9767,327.9176,1444.2657,120.772064
1225.9862,117.4612,1222.2709,333.34808,1448.0719,332.62057,1442.8717,121.69509
1223.2797,115.64532,1217.4243,338.81363,1446.1027,329.88257,1439.477,125.23365
1221.2107,114.157005,1225.6714,330.00195,1445.7334,330.28488,1445.074,120.24028
1226.4296,118.846214,1210.1765,343.21997,1450.1561,333.59552,1437.5323,128.03476
1224.0627,117.50522,1225.9695,328.7451,1449.5481,332.87817,1442.4099,122.06455
1220.1171,113.10087,1220.0973,336.0852,1445.5094,330.1437,1441.7712,121.601654
1221.7296,112.72732,1230.2769,328.23987,1444.4656,330.68283,1446.3615,116.56483
1221.5039,113.462944,1219.5288,334.94763,1445.7063,329.91415,1441.6321,124.53828
1213.8215,105.50148,1222.7821,332.36295,1443.042,327.62296,1445.0121,119.874084
1217.6934,112.059364,1224.5912,329.97983,1446.1902,330.39822,1444.7505,119.96162
1219.9376,113.36749,1224.0184,330.19815,1445.4927,329.0675,1444.2589,121.66978
1218.1287,110.70914,1223.4558,331.7871,1444.947,329.6257,1444.4133,120.10993
1217.7526,113.27078,1221.8846,333.12347,1447.8253,329.2772,1440.4601,123.4643
1220.0378,112.335846,1229.0795,327.4154,1447.3792,332.1873,1444.1327,117.83318
1216.5923,110.10852,1225.3932,331.1598,1445.7218,330.36005,1444.9377,118.74662
1214.397,107.16631,1221.0406,334.83377,1442.9177,326.95358,1442.476,122.072586
1222.1068,117.79125,1230.9983,324.66888,1449.6906,332.27255,1445.6049,117.31387
1224.5381,115.6566,1223.082,332.54843,1446.6868,331.8939,1442.6965,121.475555
1219.5928,111.924385,1222.0721,333.5344,1444.9845,330.38712,1444.8723,120.21973
1228.5488,118.80258,1229.6757,327.7152,1447.0034,333.504,1446.6477,117.07151
1219.8376,114.11258,1225.6882,326.23334,1446.4047,330.46603,1448.3328,119.91949
1218.4957,110.6893,1226.7828,330.3717,1444.6073,330.04047,1445.5532,116.90666
1224.4784,116.51191,1226.9296,330.08,1446.3043,331.04758,1445.1127,118.80054
1228.6947,117.68381,1217.9412,335.60092,1447.7468,333.01035,1441.208,124.53838
1223.079,116.73042,1215.1726,336.79684,1447.4672,331.14078,1441.2212,125.51347
1217.7155,113.69185,1220.5719,332.86588,1445.024,327.17587,1443.7092,122.49111
1222.8501,114.48143,1226.2347,329.12906,1447.9346,333.56732,1444.2323,119.50232
1224.8661,117.366325,1225.3318,328.8828,1447.9596,331.70682,1442.662,122.63251
1217.2775,110.771965,1223.3589,331.99728,1443.8838,328.7083,1445.2065,120.16549
1226.1207,117.03068,1225.3796,329.00327,1447.5859,333.58914,1444.4966,121.017105
1215.1271,107.7272,1222.8954,332.8913,1441.7988,327.28268,1444.6368,120.276436
1216.4465,109.69556,1221.9883,334.60416,1442.4318,326.2432,1441.6117,122.26151
1222.2721,115.228424,1225.1058,329.28452,1447.2644,330.52206,1443.7621,121.4093
1218.1592,110.808365,1221.1454,334.38214,1445.0573,329.58875,1442.1327,122.16788
1212.9597,107.668335,1223.9967,331.4495,1444.0215,328.46402,1445.434,118.48664
1220.6957,116.77805,1229.847,324.53293,1449.5088,331.06805,1447.4137,116.321365
1220.5536,113.45087,1224.7517,329.3357,1445.3835,329.96353,1444.8232,120.47755
1221.8596,113.05469,1225.8099,329.97644,1444.6278,330.34943,1446.3273,118.6
1229.7704,120.20568,1227.0885,328.72482,1448.6835,333.76797,1444.2274,120.43608
1216.6276,109.74974,1233.3074,325.78052,1442.5348,327.70517,1449.2607,113.55547
1215.9122,111.405396,1221.3706,333.79745,1445.1765,328.13834,1443.4521,120.835846
1222.6073,114.71819,1227.3096,329.0955,1446.2343,331.29715,1444.837,118.89216
1215.3171,108.23121,1225.9318,330.09204,1444.8549,329.04752,1444.4468,119.14581
1215.6083,110.22853,1215.127,335.4912,1444.8744,328.04556,1443.2931,124.58519
1220.4359,111.99221,1225.9979,328.71536,1445.0197,330.2768,1444.6471,120.3062
1219.2965,111.06484,1227.1636,327.15366,1444.4275,330.1237,1446.4666,118.71513
1216.3362,110.57277,1229.971,325.92462,1445.2732,329.92108,1448.0155,116.18954
1218.444,110.7248,1230.6995,325.46326,1443.4667,329.20883,1448.9626,115.76109
1225.0887,117.130035,1227.9219,330.56842,1446.1438,330.8217,1448.1125,115.14653
1227.1893,118.49749,1222.889,331.99255,1448.2832,332.92395,1442.643,122.42362
1227.0304,117.35276,1229.6594,328.25632,1445.1692,331.66977,1445.6212,118.27471
1226.4259,117.827354,1226.8021,329.47134,1447.3315,333.0302,1444.7722,119.42551
1217.5223,109.77236,1226.4846,329.33472,1443.0671,328.83963,1446.5692,117.96165
1225.4678,117.801,1219.4193,333.79596,1449.0435,332.71133,1440.5234,125.229904
1223.3557,118.97898,1227.3204,326.75046,1452.5847,333.90515,1447.926,116.66567
1224.8423,116.151436,1219.1473,335.11417,1446.728,331.3925,1441.533,124.524895
1221.6716,113.88159,1228.1426,328.88214,1444.9652,330.24106,1446.1106,118.18069
1217.8551,113.086235,1231.6364,322.88837,1446.8477,330.27167,1449.9626,114.85984
1216.7788,113.486336,1224.8824,331.27682,1446.2766,328.2095,1444.218,120.1113
1215.0878,110.854065,1231.1276,326.5218,1444.1682,326.82114,1446.8422,116.2001
1221.0768,113.425766,1221.0856,333.6451,1445.6643,329.83505,1441.5963,124.38792
1224.4459,116.14791,1223.9154,331.63113,1446.508,332.02002,1443.0189,121.971596
1222.9851,112.86494,1223.777,330.92444,1444.9806,330.7209,1447.7787,118.3073
1225.3528,114.105,1222.7689,332.02002,1445.9462,331.96222,1442.278,123.28466
1222.5762,113.72313,1226.7324,329.03137,1444.5868,330.48477,1446.631,118.1618
1223.0947,112.512726,1229.7537,327.2022,1443.676,330.7439,1447.3403,117.66966
1216.2087,112.48128,1236.9331,324.50174,1444.6115,327.75018,1449.0101,110.592766
1222.8395,111.99974,1226.7051,329.38733,1445.1974,331.80936,1444.9602,119.47707
1220.861,115.92032,1223.4327,334.07526,1448.409,330.09402,1440.7944,122.239105
1218.2217,110.85644,1228.7263,327.95142,1443.8063,327.137,1445.1318,119.20736
1218.9706,113.60538,1235.8813,323.64368,1447.0997,331.58023,1447.175,111.88897
1228.6125,119.44855,1221.4362,330.8365,1450.7053,335.2129,1441.7902,124.32566
1217.6196,106.36718,1222.7911,332.2548,1441.7424,329.6418,1437.5314,127.995186
1218.8506,113.94171,1232.1337,324.01114,1447.1556,330.22467,1447.6224,115.38198
1220.7085,114.35116,1222.6727,332.9264,1446.5781,330.19537,1443.1937,121.21053
1217.4568,110.448265,1228.2416,328.15744,1445.6805,330.14197,1445.5535,117.91268
