bottom_left_pixel_x,bottom_left_pixel_y,top_left_pixel_x,top_left_pixel_y,top_right_pixel_x,top_right_pixel_y,bottom_right_pixel_x,bottom_right_pixel_y
991.7138,404.5615,989.48267,582.8898,1168.4725,577.2464,1165.5911,411.07098
990.2846,402.89883,994.5229,580.45215,1166.2148,575.6044,1165.4714,408.8875
991.24805,400.5376,991.509,580.63214,1164.6653,575.8301,1166.0948,411.66678
990.5513,401.7777,989.05707,583.9545,1166.2849,576.0701,1164.1089,412.03464
990.6791,404.14624,993.9974,578.6602,1166.0353,574.90076,1168.7872,408.00583
992.198,404.12802,990.87604,581.58624,1167.1332,576.46985,1166.1746,410.415
992.34344,403.0895,990.6147,581.7705,1165.853,576.0934,1166.8696,410.51932
987.40314,399.5338,986.59344,584.6426,1165.0857,574.9472,1165.2656,412.06052
987.3285,398.69568,990.22266,581.9738,1163.1544,572.9909,1166.0826,411.063
991.9944,402.6828,993.50287,579.59784,1166.8739,577.6502,1168.5651,407.93826
994.6491,407.8945,988.9016,582.4917,1169.2412,577.793,1163.6846,413.4345
995.8194,409.66425,993.70197,579.9384,1170.9895,578.6517,1168.3623,406.7725
990.752,401.5149,992.1491,580.10046,1164.81,575.7385,1165.8319,411.1054
995.84265,407.12277,992.70996,578.7323,1168.8914,579.26605,1166.8389,410.63348
986.93854,398.2534,992.2916,580.8944,1162.8809,573.7677,1167.009,410.204
989.8337,400.18182,992.2258,579.9601,1163.9928,574.66815,1166.7919,410.4451
996.19507,409.9494,990.69214,581.4386,1171.0869,579.04004,1163.9991,413.0261
993.43616,406.06372,990.2138,582.45593,1167.5101,576.2598,1165.7424,411.16464
992.88403,404.6527,995.00354,580.4168,1164.7017,574.6133,1167.0989,407.43015
991.8288,400.76053,991.6607,581.16656,1165.2982,577.53827,1164.6691,411.7812
992.0092,402.9159,992.10223,581.0351,1164.253,574.8027,1166.518,409.53748
992.20215,405.16663,993.35406,581.17896,1166.5775,575.288,1167.1741,407.98312
991.3796,402.74872,997.3075,574.06915,1167.3546,578.01886,1174.5443,404.76712
990.95746,401.80054,995.46954,576.6824,1166.0897,576.78986,1169.2814,407.95908
992.18976,405.07504,992.8507,579.9367,1168.1455,576.7819,1165.8481,409.60706
993.1056,402.04648,993.3849,579.36957,1164.5778,576.74054,1165.9562,410.5278
993.5004,406.99152,994.6754,579.25867,1168.1329,576.6909,1169.86,405.50623
990.6352,402.45242,992.5827,580.5958,1164.8492,574.13153,1167.1655,409.4426
990.93677,402.95526,997.31006,577.41895,1164.4451,574.7531,1169.8009,405.9555
986.94135,399.26852,991.14056,581.061,1164.4666,573.5233,1168.5802,409.141
990.30475,403.9438,995.08215,576.75006,1167.8801,576.6674,1169.6655,408.45374
995.553,404.80576,985.15027,588.6941,1168.419,579.4444,1162.6356,412.2939
991.64136,403.781,992.9898,579.2778,1166.8795,576.52795,1167.3048,409.6536
990.8332,403.45438,994.54517,577.10736,1167.0676,576.29395,1169.3406,408.8699
987.3696,397.9378,992.1979,580.23364,1161.2411,571.97076,1167.5344,410.65207
994.64813,402.1197,998.8741,572.4891,1165.5044,578.6096,1170.7498,407.58893
991.0291,402.28174,992.9093,579.80347,1164.2483,574.5824,1167.1239,409.3876
991.3516,402.50626,989.9598,582.24615,1166.6116,576.2768,1164.8452,411.66183
988.3943,400.50418,990.225,582.12946,1163.9244,572.8095,1167.4467,409.78705
987.58124,397.73007,992.2803,579.9933,1162.5951,573.7669,1166.8528,411.3763
994.17004,403.60385,992.04956,581.10284,1166.9496,579.12463,1167.3872,408.68845
989.00525,400.23944,994.78357,579.7813,1164.0422,573.8681,1170.2975,405.90536
992.52057,402.50723,993.4959,579.9473,1164.9539,576.5686,1168.1947,408.03937
989.263,402.75247,994.74384,577.2482,1165.6599,574.73737,1169.7124,408.02695
985.529,395.37643,996.04236,576.79767,1160.4171,573.0545,1170.5275,406.93625
997.99243,408.2787,995.6784,579.6868,1167.6917,578.53,1168.3287,406.30154
994.25757,406.09793,990.39264,581.9562,1168.9144,578.154,1164.635,411.4285
991.7888,402.31705,990.6089,583.4138,1166.3176,576.4798,1165.1074,410.09863
991.7977,404.9383,994.57416,579.2595,1166.414,575.5281,1169.4596,406.6209
986.4952,398.68213,996.8658,576.7076,1163.2399,573.46075,1171.842,404.1484
991.08484,402.58917,993.174,578.94403,1165.7524,575.9767,1168.311,408.8968
992.18646,403.11496,994.79913,577.9094,1164.0051,574.1715,1171.0009,406.67548
993.0203,403.1677,993.9542,578.33514,1165.5105,576.3655,1168.6003,408.45642
994.4137,403.60864,998.6671,574.2642,1166.1141,579.0606,1169.352,407.58862
990.1545,399.70633,991.4186,582.47296,1162.1912,574.23834,1164.1389,411.90955
990.9857,405.0783,994.27405,579.01154,1167.2365,575.323,1168.9398,406.40778
993.215,403.82602,995.6427,578.6873,1164.7971,575.40173,1168.1082,407.79428
992.7295,403.9895,990.6576,581.3251,1168.2766,578.0348,1167.7825,409.77518
995.4781,403.65292,995.2251,578.7356,1167.1759,579.70374,1165.8917,409.28293
986.33966,394.54617,988.51556,583.51685,1159.979,572.6105,1160.9144,416.19482
988.8366,397.9768,987.251,584.6033,1162.0366,574.21533,1164.9794,412.83728
993.0966,405.0005,992.3976,579.2175,1167.5818,576.82837,1167.8108,409.68082
994.6546,404.63455,990.48004,582.92334,1167.4331,578.2736,1166.1499,409.77417
990.8354,402.29245,993.32007,579.9314,1166.1866,576.12744,1168.4747,407.7799
992.69366,406.26004,1001.82025,571.5608,1168.4872,576.9888,1180.9534,395.68356
995.05005,405.8502,990.3053,580.64386,1168.0615,578.2004,1165.2192,412.23093
988.28937,398.00885,994.8128,577.8478,1160.544,572.5029,1169.3104,407.51917
990.5984,402.04636,992.3406,580.49854,1165.2047,575.4695,1167.5134,408.93048
991.6069,404.20718,992.98615,579.314,1166.9607,576.52167,1167.6564,409.55276
993.7952,404.67603,992.5724,579.2788,1167.167,577.5408,1167.9594,409.10464
989.32025,398.38306,994.2819,578.3978,1162.0044,573.9209,1170.0426,407.4946
991.4924,402.8312,990.2407,582.8242,1165.2091,574.6176,1166.9988,408.8726
992.9748,402.3385,997.7155,575.61865,1163.8964,576.31006,1171.4412,405.45932
995.5666,405.48087,996.4972,576.1718,1167.1573,578.791,1168.6632,408.1124
991.3252,401.65063,995.0271,578.1032,1164.8947,576.31976,1168.987,407.65717
993.03394,403.3495,991.89734,580.4379,1166.7994,578.1313,1166.8512,410.21646
991.93207,401.74576,993.62506,579.15125,1164.741,576.4885,1167.3606,409.58447
994.9996,408.74088,995.9412,578.57135,1170.7567,578.76697,1169.8656,404.8167
993.82465,405.33768,996.3742,577.3504,1166.9028,577.2117,1168.7687,407.77707
993.80426,405.72064,989.18207,582.33344,1168.4185,577.1746,1165.2842,411.83844
991.95105,401.94763,993.2801,577.6013,1165.4436,576.75586,1168.0454,410.00128
991.5981,402.44913,993.10675,580.6085,1166.2592,576.6124,1167.704,408.48703
990.9771,401.82074,992.439,579.8723,1164.6514,574.6899,1168.0333,409.3627
989.217,399.63553,989.9288,581.3215,1164.9634,575.58185,1165.99,412.24176
990.5172,403.1883,992.57086,578.9695,1166.9397,575.91925,1169.5844,408.19196
997.7339,409.08453,989.29865,583.3724,1169.8137,579.70264,1163.6289,412.31836
992.11786,403.69302,992.6508,581.30005,1166.4595,576.49493,1166.9802,409.05737
991.7334,403.35022,992.9955,579.90076,1166.1555,576.26465,1167.4995,409.2608
990.17737,401.71768,989.6137,582.4184,1166.7375,576.0713,1165.0602,411.76065
991.6393,401.30963,992.1455,580.8534,1164.4377,576.18604,1166.7858,409.2773
991.3506,402.81894,991.98254,580.4625,1165.7076,575.38354,1166.1321,410.44296
983.077,391.363,992.5781,578.435,1158.1168,571.8971,1164.8264,414.23807
994.1201,405.85986,997.9137,575.30334,1167.3333,578.23065,1172.5826,405.05682
988.57965,400.37805,989.2886,583.8125,1162.726,572.94025,1162.4536,413.62497
986.43994,399.171,991.38416,581.80347,1164.1019,573.5887,1168.4712,408.39142
992.7382,403.33652,994.0378,579.33594,1165.9719,576.5427,1167.6882,408.4757
991.0663,402.65402,992.8097,580.04065,1166.2839,575.90643,1166.9819,409.67627
993.63885,405.4075,992.3823,580.6549,1168.2958,577.7762,1167.8867,408.16458
987.5134,396.95496,989.75397,584.692,1158.784,570.6451,1162.0155,412.9848
992.72,402.2234,990.96436,583.63403,1165.9473,577.12415,1164.216,411.05872
993.2572,402.67084,993.3538,578.9472,1166.2529,578.23395,1167.7775,409.20776
983.8689,391.73352,989.92065,581.6825,1158.5853,571.58734,1164.1058,414.5615
991.19867,404.3607,992.3408,581.17444,1167.5667,575.92413,1166.2814,409.5137
991.9364,402.95303,992.663,581.07526,1165.4691,575.424,1167.6735,408.1954
994.1084,402.06564,992.75555,577.9836,1165.3203,577.5277,1167.4509,411.63678
990.9491,401.1106,994.407,576.8088,1165.6008,577.44073,1169.8663,408.26953
993.8737,401.89734,992.154,580.7426,1165.8623,578.9806,1166.3328,410.15485
989.43805,400.71924,989.48914,582.64453,1163.8153,573.69403,1165.0746,411.45755
993.39087,403.76953,992.98175,579.86066,1166.7421,577.3051,1167.3055,408.94513
988.9166,399.69818,989.7266,581.9454,1164.9364,575.2828,1166.0797,411.7229
988.8497,400.88483,993.0928,578.1969,1165.1017,574.9917,1168.0092,410.33008
997.09503,407.99152,989.3726,583.26624,1169.1992,579.1114,1166.1946,410.0653
995.65656,406.79132,993.56995,580.32654,1168.3687,578.5465,1168.0109,407.29074
989.8174,400.83862,993.13135,580.7015,1163.5596,574.153,1166.3889,409.4725
989.3735,399.76913,996.15674,578.5522,1164.6417,575.0615,1169.2938,406.8847
988.831,402.611,984.2964,587.53174,1167.247,575.46295,1164.169,412.31403
991.571,402.72913,991.8559,581.2392,1166.7155,577.38245,1165.994,409.82874
994.15814,405.48175,991.27795,580.5556,1167.6743,577.9176,1166.8318,410.98083
985.4846,395.68915,994.71594,576.30554,1161.9109,573.4528,1169.7448,410.19293
988.10114,400.0688,988.6926,584.41705,1164.6475,574.365,1164.9735,411.5006
992.9992,401.64417,992.4329,578.34814,1165.4973,577.84454,1167.5117,410.86673
992.9446,402.53088,989.18304,584.5646,1164.2454,575.31476,1164.1501,411.42062
992.002,403.26236,992.429,579.6736,1167.8257,577.3967,1168.5192,408.52383
990.8805,401.68857,995.227,577.57074,1163.4084,574.5703,1170.9801,406.67355
993.5988,403.99857,990.87775,581.14594,1167.5854,577.4304,1166.9639,410.13406
990.7561,400.60223,991.2591,581.7144,1163.9452,575.29315,1165.7943,410.519
987.7623,398.85608,992.517,580.4189,1162.3502,572.65485,1167.9705,409.32553
994.3538,404.90207,994.4119,578.499,1166.0143,577.15283,1168.394,407.8579
994.99347,403.49512,996.47955,577.147,1166.2725,578.48224,1167.7634,408.37393
993.4023,404.74744,993.8859,580.4998,1168.1663,578.29266,1167.6398,407.24326
991.0949,402.42786,990.94653,581.9855,1165.7777,575.47894,1165.6147,410.83994
987.9274,400.49094,991.99884,580.63904,1163.9587,574.0626,1167.325,409.73102
990.322,401.26312,993.28375,579.40265,1163.9579,575.0857,1168.5436,408.79257
989.9181,400.51947,994.55115,577.5407,1164.2019,575.398,1170.5552,407.85785
990.6357,401.06668,993.0224,578.81287,1166.1187,576.94135,1168.9884,408.9464
989.97595,400.3235,992.3588,580.4834,1164.6798,575.73,1167.0483,409.31586
995.7263,407.5862,991.93036,581.6274,1171.0989,580.27966,1163.8955,410.80377
995.2046,407.2304,996.952,578.75824,1166.9435,577.10333,1170.8782,403.0894
991.8444,403.65833,992.1261,580.5738,1165.6481,574.85535,1169.0577,408.32404
990.40045,399.61462,992.97144,579.6956,1164.9095,577.90283,1167.7501,409.56805
993.3235,404.53458,993.9631,578.50543,1167.1007,577.8716,1167.7917,409.10297
989.7215,401.0005,991.1586,581.6231,1165.7285,575.3997,1167.2079,410.81656
991.3444,403.15988,993.6756,577.1748,1166.7528,576.9218,1170.2794,408.36304
991.2765,401.95624,991.81824,582.1939,1165.534,576.8041,1164.4768,410.25446
990.2126,401.62286,990.57605,578.98944,1164.9417,575.2008,1168.9158,412.5933
991.9346,402.4752,989.843,582.63873,1166.6326,577.0376,1164.7408,411.66608
988.1544,397.58405,991.5072,581.28925,1161.3613,573.362,1163.2383,412.84424
989.66943,403.08008,992.25696,579.92505,1167.1029,575.5639,1166.7661,409.69495
990.7757,400.53796,992.6066,578.9884,1162.9896,574.60455,1168.3818,409.84857
989.3817,403.841,993.3127,578.94385,1165.5988,573.5625,1168.3639,408.49576
990.3404,400.40082,994.03455,579.70496,1163.3513,574.9112,1167.7808,408.47842
991.49634,401.82217,991.5112,581.5803,1165.0917,575.7685,1165.9833,410.34946
987.62524,400.36743,991.4751,581.55804,1164.2546,573.491,1167.7722,408.76978
987.6666,399.32333,992.3313,580.4351,1164.0793,573.54315,1169.1586,408.4312
990.08325,404.3101,994.47394,577.5843,1166.878,574.3211,1170.2682,407.5133
995.02625,406.0802,995.04736,579.6161,1164.2358,574.6496,1167.7533,407.76508
991.3975,401.9283,997.2365,576.8963,1163.9531,575.65234,1169.8395,406.24026
990.8144,401.0546,992.1733,579.80597,1165.2788,576.66675,1167.0886,410.21396
995.74786,405.97153,989.80255,580.6859,1168.5104,580.10614,1168.1073,410.82947
989.80145,403.77988,993.7742,579.07623,1167.7417,575.62036,1169.5298,407.82166
989.5578,399.46106,992.3244,579.7983,1163.4812,574.84204,1167.0535,410.58337
991.4214,402.6046,987.55444,584.81616,1166.3698,576.4338,1164.1676,412.09546
993.458,401.71622,990.5628,582.84015,1164.3016,577.1498,1164.3137,411.18555
990.6971,401.5955,994.79517,578.06354,1165.9973,576.72406,1169.6064,406.97192
986.1791,396.77606,993.54083,576.80756,1163.5942,575.17426,1167.7035,411.67624
989.4101,401.8729,993.9202,578.5644,1164.3466,573.5344,1169.9108,407.6386
990.0644,403.84732,987.70276,585.0847,1167.771,575.1795,1167.9514,408.92328
989.50824,402.37674,993.58813,578.7207,1166.4304,575.78046,1168.3982,409.1172
992.6445,401.6165,990.4256,582.1456,1164.7974,576.90765,1163.9893,413.20135
989.3087,399.7858,990.35205,582.2168,1163.7944,574.1598,1165.9244,410.8521
985.7834,398.3862,990.46936,583.88727,1162.1722,572.37335,1167.2705,409.29483
993.0303,404.98422,991.01227,581.99945,1167.9191,577.2294,1165.1704,410.71884
992.28723,402.8757,992.5557,580.0919,1165.4884,575.2028,1167.8312,409.18573
992.71246,401.37814,990.2682,580.73865,1164.2815,576.9389,1166.5038,411.34674
991.2329,402.00983,995.2654,577.5632,1167.0022,578.0093,1168.1499,408.77875
988.8799,399.67816,994.69934,575.04236,1165.1831,576.2695,1170.3258,409.5515
994.5489,405.553,992.7649,581.36096,1168.1283,577.7223,1166.7546,408.3586
995.1494,406.66467,996.833,579.16064,1166.096,575.8794,1170.5105,403.308
995.0999,406.11996,994.14136,578.2138,1166.0237,576.59766,1169.912,407.24838
990.96576,400.62497,992.21545,580.69244,1163.7007,575.0765,1166.1453,410.5267
989.61145,401.0186,991.29724,581.1389,1166.3422,576.00085,1166.833,409.7404
987.1188,399.1347,988.99866,583.45044,1163.2692,572.85657,1164.5955,413.08386
992.5524,402.95886,990.2801,582.5082,1166.3085,576.39954,1164.4292,411.6261
990.3416,402.23712,991.2624,581.9099,1165.489,575.0996,1167.5225,408.80118
989.68134,401.9126,994.3139,577.5348,1166.3705,575.81506,1170.7112,407.19415
987.54333,398.37238,995.06915,578.47034,1162.6166,573.0051,1169.9457,406.26883
992.70026,405.39655,992.354,580.0076,1168.4607,577.09705,1167.0331,409.03134
990.67,401.58044,986.2704,588.41364,1166.4088,576.43866,1162.0736,413.11554
991.81067,406.0104,996.3453,576.3107,1168.0753,575.63995,1173.7144,403.364
990.0247,401.70172,994.48676,575.449,1165.8739,576.74744,1170.8501,409.25937
989.1158,402.1549,992.98126,580.3932,1165.883,575.333,1164.9305,410.83493
990.9814,402.87625,987.6616,585.6606,1165.6641,574.6478,1165.1809,410.761
989.8317,401.76157,997.73926,576.86694,1166.18,575.82556,1170.2982,403.33838
994.4016,406.51566,996.1465,578.345,1167.6248,577.394,1167.6685,407.94797
991.20685,402.25357,992.1129,579.6843,1165.8881,575.86304,1167.0608,410.49097
988.41876,401.3428,994.3924,578.28876,1163.3965,573.0804,1169.0378,408.0442
993.89874,404.25516,990.831,582.4026,1167.2498,578.09827,1164.7047,411.1971
994.48975,403.83124,996.4384,576.5118,1168.0627,579.9122,1168.5638,408.08133
990.9287,401.9671,989.4264,584.3893,1165.2726,575.1283,1164.8167,411.20654
993.0853,402.05984,993.662,579.95465,1164.5105,575.9625,1166.7063,409.47476
992.56976,403.8358,991.0824,580.7209,1167.1473,577.1572,1165.7018,411.23926
992.042,403.3077,991.01117,582.98724,1165.2535,574.9419,1166.1028,408.4606
987.97833,398.42767,992.6926,578.9552,1164.0693,575.1333,1166.8457,410.60825
992.4855,403.15155,991.336,582.23505,1165.6597,576.33105,1165.8082,409.8618
990.0096,399.5973,991.2009,580.265,1163.0323,574.19946,1166.6318,411.30243
991.29315,403.0227,992.937,579.40607,1165.8181,575.3891,1167.8165,408.77573
991.57654,402.13574,994.0123,578.6451,1164.4446,575.34143,1168.1477,408.4634
992.6842,403.54965,990.6007,582.13055,1166.3574,576.91187,1167.0222,410.00748
991.62177,403.22852,990.6489,582.0247,1166.5204,576.0222,1166.2096,410.35498
993.83374,403.47443,993.41925,579.69604,1164.1799,575.8605,1166.365,410.02472
992.2728,403.38412,986.117,584.03595,1166.5266,576.2631,1164.7084,414.16794
992.2529,402.72513,993.69604,578.9373,1166.818,577.83514,1168.5411,408.03702
989.83905,401.94855,995.25287,579.0933,1165.7173,575.9286,1168.3625,407.24048
992.67865,402.7703,992.4992,578.9998,1164.9908,576.674,1167.0602,410.29816
992.41846,403.0468,990.9879,580.8424,1166.5675,576.8078,1167.4696,409.871
990.7297,401.49368,988.6051,585.0318,1164.4619,575.2342,1163.905,411.80536
997.4453,406.57483,995.15125,579.30634,1167.9883,579.9941,1165.9402,409.2306
